ObjectId,Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Full Descriptor,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,CTS Name,Unit
406,Maldives,MV,MDV,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",1.1,1,1,1,1,1,0.9,0.9,0.9,0.9,Climate-Driven Inform Risk Indicator,Index
407,Maldives,MV,MDV,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.2,4.8,4.6,4.1,4.2,4.3,4.2,4,4,4,Index for Risk Management; Lack of Coping Capacity,Index
408,Maldives,MV,MDV,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2.7,2.4,2.4,2.3,2.2,2.3,1.7,2,2,2,Index for Risk Management; Vulnerability,Index
409,Mali,ML,MLI,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.5,Climate-Driven Hazard & Exposure,Index
410,Mali,ML,MLI,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",6.5,6.2,6,5.9,5.9,6,5.9,6.3,6.4,6.3,Climate-Driven Inform Risk Indicator,Index
411,Mali,ML,MLI,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",7.1,6.9,6.7,6.6,6.5,6.4,6.5,6.6,6.6,6.6,Index for Risk Management; Lack of Coping Capacity,Index
412,Mali,ML,MLI,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",7.2,6.4,6,5.9,5.8,6.1,5.8,7,7.2,6.8,Index for Risk Management; Vulnerability,Index
413,Malta,MT,MLT,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,Climate-Driven Hazard & Exposure,Index
414,Malta,MT,MLT,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,Climate-Driven Inform Risk Indicator,Index
415,Malta,MT,MLT,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",2.3,2.4,2.5,2.4,2.3,2.4,2.5,2.3,2.3,2.3,Index for Risk Management; Lack of Coping Capacity,Index
416,Malta,MT,MLT,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2.1,1.7,1.9,1.9,1.9,1.9,2.1,2.1,2.2,2.2,Index for Risk Management; Vulnerability,Index
417,"Marshall Islands, Rep. of the",MH,MHL,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,Climate-Driven Hazard & Exposure,Index
418,"Marshall Islands, Rep. of the",MH,MHL,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.1,3.9,3.8,4,4,4,3.5,3.3,3.3,3.6,Climate-Driven Inform Risk Indicator,Index
419,"Marshall Islands, Rep. of the",MH,MHL,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",6.8,6.4,6.4,6.4,6.3,6.3,6.2,6.2,6.2,6.2,Index for Risk Management; Lack of Coping Capacity,Index
420,"Marshall Islands, Rep. of the",MH,MHL,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",6.4,5.6,5.3,6.1,6.3,6.4,4.5,3.5,3.5,4.6,Index for Risk Management; Vulnerability,Index
421,"Mauritania, Islamic Rep. of",MR,MRT,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,Climate-Driven Hazard & Exposure,Index
422,"Mauritania, Islamic Rep. of",MR,MRT,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",6.6,6.3,6.2,6.1,6.4,6.4,6.3,6.4,6.3,6.2,Climate-Driven Inform Risk Indicator,Index
423,"Mauritania, Islamic Rep. of",MR,MRT,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",7,6.8,6.8,6.7,6.6,6.5,6.4,6.5,6.5,6.5,Index for Risk Management; Lack of Coping Capacity,Index
424,"Mauritania, Islamic Rep. of",MR,MRT,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",6.4,5.6,5.5,5.3,6.2,6.2,6.1,6.3,5.8,5.6,Index for Risk Management; Vulnerability,Index
425,Mauritius,MU,MUS,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,Climate-Driven Hazard & Exposure,Index
426,Mauritius,MU,MUS,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",2.6,2.5,2.5,2.5,2.4,2.5,2.4,2.5,2.5,2.5,Climate-Driven Inform Risk Indicator,Index
427,Mauritius,MU,MUS,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",3,2.8,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.8,Index for Risk Management; Lack of Coping Capacity,Index
428,Mauritius,MU,MUS,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",1.7,1.7,1.7,1.6,1.5,1.6,1.5,1.6,1.6,1.6,Index for Risk Management; Vulnerability,Index
429,Mexico,MX,MEX,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,Climate-Driven Hazard & Exposure,Index
430,Mexico,MX,MEX,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.4,4.5,4.7,4.7,4.8,4.7,4.9,4.8,4.9,4.9,Climate-Driven Inform Risk Indicator,Index
431,Mexico,MX,MEX,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",3.8,3.8,4.3,4.4,4.5,4.4,4.5,4.4,4.4,4.4,Index for Risk Management; Lack of Coping Capacity,Index
432,Mexico,MX,MEX,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",3.6,3.7,3.7,3.7,3.9,3.8,4,4,4.3,4.3,Index for Risk Management; Vulnerability,Index
433,"Micronesia, Federated States of",FM,FSM,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,Climate-Driven Hazard & Exposure,Index
434,"Micronesia, Federated States of",FM,FSM,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.5,4.4,4.8,4.8,4.8,4.8,4.4,4.1,4.1,4,Climate-Driven Inform Risk Indicator,Index
435,"Micronesia, Federated States of",FM,FSM,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.8,5.4,5.3,5.4,5.1,5.2,5.2,5,5,5,Index for Risk Management; Lack of Coping Capacity,Index
436,"Micronesia, Federated States of",FM,FSM,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",4.5,4.6,6.2,6.2,6.2,6.1,4.9,4.1,4,3.9,Index for Risk Management; Vulnerability,Index
437,"Moldova, Rep. of",MD,MDA,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",4,4,4,4,4,4,4,4,4,4,Climate-Driven Hazard & Exposure,Index
438,"Moldova, Rep. of",MD,MDA,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.3,3.3,4.1,Climate-Driven Inform Risk Indicator,Index
439,"Moldova, Rep. of",MD,MDA,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5,4.7,4.7,4.6,4.6,4.5,4.5,4.6,4.5,4.5,Index for Risk Management; Lack of Coping Capacity,Index
440,"Moldova, Rep. of",MD,MDA,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2.2,2.1,2.1,2,2,1.9,1.8,1.9,2,3.7,Index for Risk Management; Vulnerability,Index
441,Mongolia,MN,MNG,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,Climate-Driven Hazard & Exposure,Index
442,Mongolia,MN,MNG,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",3.8,3.7,4.2,4.1,4.2,4.1,3.8,3.7,3.6,3.5,Climate-Driven Inform Risk Indicator,Index
443,Mongolia,MN,MNG,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.3,4.9,4.9,4.8,4.9,4.8,4.8,4.6,4.6,4.6,Index for Risk Management; Lack of Coping Capacity,Index
